,name,link,state_year,unique_id
3586,Tufani Saroj,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4631,uttarpradesh2022,uttarpradesh2022_4631
3587,Viveka Nand Pandey,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3970,uttarpradesh2022,uttarpradesh2022_3970
3588,Krishna Paswan,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2860,uttarpradesh2022,uttarpradesh2022_2860
3589,Anoop Singh Alias Anoop Pradhan Valmeeki,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=230,uttarpradesh2022,uttarpradesh2022_230
3590,Shriram Chauhan,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3681,uttarpradesh2022,uttarpradesh2022_3681
3591,Ankur Tiwari,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3886,uttarpradesh2022,uttarpradesh2022_3886
3592,Vikram Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=357,uttarpradesh2022,uttarpradesh2022_357
3593,Bhagwan Singh Kushwaha,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=91,uttarpradesh2022,uttarpradesh2022_91
3594,Minakshi Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=239,uttarpradesh2022,uttarpradesh2022_239
3595,Mahesh Kumar Trivedi,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1776,uttarpradesh2022,uttarpradesh2022_1776
3596,Eng. Brajesh Katheriya,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1987,uttarpradesh2022,uttarpradesh2022_1987
3597,Shahid Manzoor,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=164,uttarpradesh2022,uttarpradesh2022_164
3598,Anil Parashar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=373,uttarpradesh2022,uttarpradesh2022_373
3599,Raj Mani,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3488,uttarpradesh2022,uttarpradesh2022_3488
3600,Raghuraj Pratap Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3040,uttarpradesh2022,uttarpradesh2022_3040
3601,Zia Ur Rehman,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=914,uttarpradesh2022,uttarpradesh2022_914
3602,Sakendra Pratap,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3125,uttarpradesh2022,uttarpradesh2022_3125
3603,Panchanand Pathak (P.N. Pathak),https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4018,uttarpradesh2022,uttarpradesh2022_4018
3604,Anil Kumar Verma,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2403,uttarpradesh2022,uttarpradesh2022_2403
3605,Yogesh Verma,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2788,uttarpradesh2022,uttarpradesh2022_2788
3606,Bechai,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4318,uttarpradesh2022,uttarpradesh2022_4318
3607,Ramratan Kushwaha,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1804,uttarpradesh2022,uttarpradesh2022_1804
3608,Sitaram Verma,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3549,uttarpradesh2022,uttarpradesh2022_3549
3609,Nandkishor,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=63,uttarpradesh2022,uttarpradesh2022_63
3610,Brajesh Pathak,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2646,uttarpradesh2022,uttarpradesh2022_2646
3611,Ravidas Mehrotra,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2557,uttarpradesh2022,uttarpradesh2022_2557
3612,Ashutosh Tandon (Gopal Ji),https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2668,uttarpradesh2022,uttarpradesh2022_2668
3613,Dr. Neeraj Bora,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2752,uttarpradesh2022,uttarpradesh2022_2752
3614,Armaan Khan,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2293,uttarpradesh2022,uttarpradesh2022_2293
3615,Dr. Ragini,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4722,uttarpradesh2022,uttarpradesh2022_4722
3616,Mool Chandra Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1696,uttarpradesh2022,uttarpradesh2022_1696
3617,Ram Bilash Chauhan,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4624,uttarpradesh2022,uttarpradesh2022_4624
3618,Dudhram,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4220,uttarpradesh2022,uttarpradesh2022_4220
3619,Jay Mangal,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4088,uttarpradesh2022,uttarpradesh2022_4088
3620,Satish Mahana,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1787,uttarpradesh2022,uttarpradesh2022_1787
3621,Sureshwar Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3313,uttarpradesh2022,uttarpradesh2022_3313
3622,Asha Maurya,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2429,uttarpradesh2022,uttarpradesh2022_2429
3623,Rakesh Kumar Goswami,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1806,uttarpradesh2022,uttarpradesh2022_1806
3624,Shashank Trivedi,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2382,uttarpradesh2022,uttarpradesh2022_2382
3625,Jayveer Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1813,uttarpradesh2022,uttarpradesh2022_1813
3626,Dr. Vinod Kumar Bind,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4775,uttarpradesh2022,uttarpradesh2022_4775
3627,Lucky Yadav,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4697,uttarpradesh2022,uttarpradesh2022_4697
3628,Jai Devi,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2728,uttarpradesh2022,uttarpradesh2022_2728
3629,Avinash Chandra Dwivedi,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2964,uttarpradesh2022,uttarpradesh2022_2964
3630,Indrajeet Saroj,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3187,uttarpradesh2022,uttarpradesh2022_3187
3631,Ramapati Shastri,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2928,uttarpradesh2022,uttarpradesh2022_2928
3632,Rajesh Chaudhary,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=152,uttarpradesh2022,uttarpradesh2022_152
3633,Virendra Singh Lodhi,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2015,uttarpradesh2022,uttarpradesh2022_2015
3634,Rama Shankar Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4804,uttarpradesh2022,uttarpradesh2022_4804
3635,Dr R.K. Patel,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4739,uttarpradesh2022,uttarpradesh2022_4739
3636,Mariya,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3304,uttarpradesh2022,uttarpradesh2022_3304
3637,Shrikant Sharma,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=157,uttarpradesh2022,uttarpradesh2022_157
3638,Abbas Ansari,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4595,uttarpradesh2022,uttarpradesh2022_4595
3639,Rashmi Arya,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1716,uttarpradesh2022,uttarpradesh2022_1716
3640,Chandan Chauhan,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=180,uttarpradesh2022,uttarpradesh2022_180
3641,Dr. D. C. Verma,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=875,uttarpradesh2022,uttarpradesh2022_875
3642,Rafiq Ansari,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=410,uttarpradesh2022,uttarpradesh2022_410
3643,Amit Agarwal,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=212,uttarpradesh2022,uttarpradesh2022_212
3644,Dr. Somendra Singh Tomar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=249,uttarpradesh2022,uttarpradesh2022_249
3645,Puja,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4324,uttarpradesh2022,uttarpradesh2022_4324
3646,Vinay Kumar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2870,uttarpradesh2022,uttarpradesh2022_2870
3647,Manohar Lal,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1805,uttarpradesh2022,uttarpradesh2022_1805
3648,Sandeep Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3419,uttarpradesh2022,uttarpradesh2022_3419
3649,Anil Kumar Tripathi,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3875,uttarpradesh2022,uttarpradesh2022_3875
3650,Rajbala Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=848,uttarpradesh2022,uttarpradesh2022_848
3651,Awadhesh Prasad,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3209,uttarpradesh2022,uttarpradesh2022_3209
3652,Ratnakar Mishra,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4766,uttarpradesh2022,uttarpradesh2022_4766
3653,Ramkrishna Bhargava,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2451,uttarpradesh2022,uttarpradesh2022_2451
3654,Dr. Manju Shiwach,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=242,uttarpradesh2022,uttarpradesh2022_242
3655,Suhaib Alias Mannu Ansari,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4542,uttarpradesh2022,uttarpradesh2022_4542
3656,Lokendra Pratap Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2797,uttarpradesh2022,uttarpradesh2022_2797
3657,Brajesh Kumar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2479,uttarpradesh2022,uttarpradesh2022_2479
3658,Amresh Kumar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2656,uttarpradesh2022,uttarpradesh2022_2656
3659,Ritesh Kumar Gupta,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=913,uttarpradesh2022,uttarpradesh2022_913
3660,Mohd Nasir,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=812,uttarpradesh2022,uttarpradesh2022_812
3661,Akhilesh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4280,uttarpradesh2022,uttarpradesh2022_4280
3662,Ramesh Jaiswal,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4470,uttarpradesh2022,uttarpradesh2022_4470
3663,Rajendra Kumar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4604,uttarpradesh2022,uttarpradesh2022_4604
3664,Pankaj,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4712,uttarpradesh2022,uttarpradesh2022_4712
3665,Ajit Pal Tyagi,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=134,uttarpradesh2022,uttarpradesh2022_134
3666,Kapil Dev Agarwal,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=177,uttarpradesh2022,uttarpradesh2022_177
3667,Manoj Kumar Paras,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=896,uttarpradesh2022,uttarpradesh2022_896
3668,Tasleem Ahmad,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1136,uttarpradesh2022,uttarpradesh2022_1136
3669,Mukesh Choudhary,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=851,uttarpradesh2022,uttarpradesh2022_851
3670,Ram Niwas Verma,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3298,uttarpradesh2022,uttarpradesh2022_3298
3671,Ommani Varma,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2246,uttarpradesh2022,uttarpradesh2022_2246
3672,Samarpal Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=869,uttarpradesh2022,uttarpradesh2022_869
3673,Rishi,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4065,uttarpradesh2022,uttarpradesh2022_4065
3674,Dr. M. P. Arya,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=880,uttarpradesh2022,uttarpradesh2022_880
3675,Omkumar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=818,uttarpradesh2022,uttarpradesh2022_818
3676,Shashank Verma,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2770,uttarpradesh2022,uttarpradesh2022_2770
3677,Alam Badi,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4303,uttarpradesh2022,uttarpradesh2022_4303
3678,Pankaj Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=56,uttarpradesh2022,uttarpradesh2022_56
3679,Ram Avatar Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=891,uttarpradesh2022,uttarpradesh2022_891
3680,Sanjeev Kumar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4847,uttarpradesh2022,uttarpradesh2022_4847
3681,Gauri Shankar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1705,uttarpradesh2022,uttarpradesh2022_1705
3682,Manish Kumar Alias Mantu,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3979,uttarpradesh2022,uttarpradesh2022_3979
3683,Harvinder Kumar Sahni Alias Romi Sahni,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2764,uttarpradesh2022,uttarpradesh2022_2764
3684,Gyanendra Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4103,uttarpradesh2022,uttarpradesh2022_4103
3685,Surya Pratap Shahi,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3730,uttarpradesh2022,uttarpradesh2022_3730
3686,Nadira Sultan,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1929,uttarpradesh2022,uttarpradesh2022_1929
3687,Ram Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2995,uttarpradesh2022,uttarpradesh2022_2995
3688,Subhash Tripathi,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3330,uttarpradesh2022,uttarpradesh2022_3330
3689,Guru Prasad Maurya,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3239,uttarpradesh2022,uttarpradesh2022_3239
3690,Virendra Chaudhary,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4055,uttarpradesh2022,uttarpradesh2022_4055
3691,Sangram Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3603,uttarpradesh2022,uttarpradesh2022_3603
3692,Ramakant,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4405,uttarpradesh2022,uttarpradesh2022_4405
3693,Praveen Patel,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3365,uttarpradesh2022,uttarpradesh2022_3365
3694,Sanjay Singh Gangwar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2568,uttarpradesh2022,uttarpradesh2022_2568
3695,Awadhesh Kumar Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4350,uttarpradesh2022,uttarpradesh2022_4350
3696,Mahendra Pal Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3643,uttarpradesh2022,uttarpradesh2022_3643
3697,Chetram,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=951,uttarpradesh2022,uttarpradesh2022_951
3698,Rajendra Kumar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3008,uttarpradesh2022,uttarpradesh2022_3008
3699,Vijama Yadav,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3376,uttarpradesh2022,uttarpradesh2022_3376
3700,Baburam,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2308,uttarpradesh2022,uttarpradesh2022_2308
3701,Anil Kumar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=75,uttarpradesh2022,uttarpradesh2022_75
3702,Anil Kumar Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2505,uttarpradesh2022,uttarpradesh2022_2505
3703,Aditi Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2338,uttarpradesh2022,uttarpradesh2022_2338
3704,Fareed Mahfooz Kidwai,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3126,uttarpradesh2022,uttarpradesh2022_3126
3705,Vinay Prakash,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4044,uttarpradesh2022,uttarpradesh2022_4044
3706,Mohammad Azam Khan,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1199,uttarpradesh2022,uttarpradesh2022_1199
3707,Surendra Chaurasia,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3741,uttarpradesh2022,uttarpradesh2022_3741
3708,"Aradhana Mishra, Mona",https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3059,uttarpradesh2022,uttarpradesh2022_3059
3709,Devender Kumar Nim,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=821,uttarpradesh2022,uttarpradesh2022_821
3710,Rakesh Kumar Verma Alias Dr. R. K. Verma,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2986,uttarpradesh2022,uttarpradesh2022_2986
3711,Umashankar Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3576,uttarpradesh2022,uttarpradesh2022_3576
3712,Poonam Sankhwar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2060,uttarpradesh2022,uttarpradesh2022_2060
3713,Manisha,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1674,uttarpradesh2022,uttarpradesh2022_1674
3714,Bhupesh Chaubey,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4827,uttarpradesh2022,uttarpradesh2022_4827
3715,Dr. Sunil Patel,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4372,uttarpradesh2022,uttarpradesh2022_4372
3716,Ram Chandra Yadav,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3269,uttarpradesh2022,uttarpradesh2022_3269
3717,Rajendra Prasad Chaudhary,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4198,uttarpradesh2022,uttarpradesh2022_4198
3718,Jai Prakash Nishad,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3702,uttarpradesh2022,uttarpradesh2022_3702
3719,Pradeep Kumar Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2068,uttarpradesh2022,uttarpradesh2022_2068
3720,Raj Prasad Upadhyay,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3541,uttarpradesh2022,uttarpradesh2022_3541
3721,Bamba Lal,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2471,uttarpradesh2022,uttarpradesh2022_2471
3722,Hriday Narayan Singh Patel,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4270,uttarpradesh2022,uttarpradesh2022_4270
3723,Pradeep Shukla,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3668,uttarpradesh2022,uttarpradesh2022_3668
3724,Ashu Malik,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=933,uttarpradesh2022,uttarpradesh2022_933
3725,Rajeev Gumber,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=926,uttarpradesh2022,uttarpradesh2022_926
3726,Brajesh Yadav,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=836,uttarpradesh2022,uttarpradesh2022_836
3727,Sunil Kumar Sharma,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=33,uttarpradesh2022,uttarpradesh2022_33
3728,Ankit Bharti,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4563,uttarpradesh2022,uttarpradesh2022_4563
3729,Sushil Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4490,uttarpradesh2022,uttarpradesh2022_4490
3730,Prabhu Narayan Yadav,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4479,uttarpradesh2022,uttarpradesh2022_4479
3731,Bijaylaxmi Gautam,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3759,uttarpradesh2022,uttarpradesh2022_3759
3732,Ashok Kumar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2971,uttarpradesh2022,uttarpradesh2022_2971
3733,Iqbal Mehmood,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=943,uttarpradesh2022,uttarpradesh2022_943
3734,Prabhash Kumar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2702,uttarpradesh2022,uttarpradesh2022_2702
3735,Alka Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2613,uttarpradesh2022,uttarpradesh2022_2613
3736,Atul Pradhan,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=168,uttarpradesh2022,uttarpradesh2022_168
3737,Devendra Pratap Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2353,uttarpradesh2022,uttarpradesh2022_2353
3738,Rajeshwar Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2632,uttarpradesh2022,uttarpradesh2022_2632
3739,Madhavendra Pratap Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2717,uttarpradesh2022,uttarpradesh2022_2717
3740,Neel Ratan Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4385,uttarpradesh2022,uttarpradesh2022_4385
3741,Gyan Tiwari,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2426,uttarpradesh2022,uttarpradesh2022_2426
3742,Rajni Tiwari,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2685,uttarpradesh2022,uttarpradesh2022_2685
3743,Ramesh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4686,uttarpradesh2022,uttarpradesh2022_4686
3744,Suresh Kumar Khanna,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=953,uttarpradesh2022,uttarpradesh2022_953
3745,Persann Kumar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=45,uttarpradesh2022,uttarpradesh2022_45
3746,Himanshu Yadav,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=809,uttarpradesh2022,uttarpradesh2022_809
3747,Anil Kumar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=9,uttarpradesh2022,uttarpradesh2022_9
3748,Mukesh Verma,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1664,uttarpradesh2022,uttarpradesh2022_1664
3749,Anil Rajbhar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4429,uttarpradesh2022,uttarpradesh2022_4429
3750,Vinay Verma,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3915,uttarpradesh2022,uttarpradesh2022_3915
3751,Ram Feran,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3512,uttarpradesh2022,uttarpradesh2022_3512
3752,Manish Rawat,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2442,uttarpradesh2022,uttarpradesh2022_2442
3753,Ziyauddin Rizvi,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3586,uttarpradesh2022,uttarpradesh2022_3586
3754,Ajit Singh Pal,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1739,uttarpradesh2022,uttarpradesh2022_1739
3755,Birendra Singh Rana,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1691,uttarpradesh2022,uttarpradesh2022_1691
3756,Lakshmi Raj,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=233,uttarpradesh2022,uttarpradesh2022_233
3757,Dr. Pallavi Patel,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3169,uttarpradesh2022,uttarpradesh2022_3169
3758,Sarvesh Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1658,uttarpradesh2022,uttarpradesh2022_1658
3759,Haji Irfan Solanki,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1764,uttarpradesh2022,uttarpradesh2022_1764
3760,Premsagar Patel,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4075,uttarpradesh2022,uttarpradesh2022_4075
3761,Rakesh Rathour,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2519,uttarpradesh2022,uttarpradesh2022_2519
3762,Ghulam Mohammad,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=348,uttarpradesh2022,uttarpradesh2022_348
3763,Geeta Shastri (Pasi),https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3351,uttarpradesh2022,uttarpradesh2022_3351
3764,Manju Tyagi,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2286,uttarpradesh2022,uttarpradesh2022_2286
3765,Mohammad Abdullah Azam Khan,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1188,uttarpradesh2022,uttarpradesh2022_1188
3766,Vinod Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3531,uttarpradesh2022,uttarpradesh2022_3531
3767,Devendra Singh Lodhi,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=293,uttarpradesh2022,uttarpradesh2022_293
3768,Asim Kumar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3991,uttarpradesh2022,uttarpradesh2022_3991
3769,Ram Murti Verma,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3848,uttarpradesh2022,uttarpradesh2022_3848
3770,Prem Nrayan Pandey,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2919,uttarpradesh2022,uttarpradesh2022_2919
3771,Navab Jan,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=910,uttarpradesh2022,uttarpradesh2022_910
3772,Ashraf Ali Khan,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=215,uttarpradesh2022,uttarpradesh2022_215
3773,Salona Kushwaha,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=1000,uttarpradesh2022,uttarpradesh2022_1000
3774,Mayankeshwar Sharan Singh,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3074,uttarpradesh2022,uttarpradesh2022_3074
3775,Ramkesh Nishad,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2577,uttarpradesh2022,uttarpradesh2022_2577
3776,Kailash Rajput,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2145,uttarpradesh2022,uttarpradesh2022_2145
3777,Kailash Nath,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4144,uttarpradesh2022,uttarpradesh2022_4144
3778,Prem Pal Singh Dhangar,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2186,uttarpradesh2022,uttarpradesh2022_2186
3779,Manoj Kumar Pandey,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2369,uttarpradesh2022,uttarpradesh2022_2369
3780,Pankaj Gupta,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=2490,uttarpradesh2022,uttarpradesh2022_2490
3781,Rampratap Verma Alias Shashikant Verma,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4126,uttarpradesh2022,uttarpradesh2022_4126
3782,Saurabh Srivastava,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4449,uttarpradesh2022,uttarpradesh2022_4449
3783,Ravindra Jaiswal,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4380,uttarpradesh2022,uttarpradesh2022_4380
3784,Dr. Neelkanth Tiwari,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4438,uttarpradesh2022,uttarpradesh2022_4438
3785,Jeet Lal,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=3032,uttarpradesh2022,uttarpradesh2022_3032
3786,Jagdish Narayan,https://myneta.info/uttarpradesh2022/candidate.php?candidate_id=4745,uttarpradesh2022,uttarpradesh2022_4745
